מס.סידורי,טרנזקציה,תאריך העסקה,שם המוצר,חובה,זכות,חשבון בחובה,חשבון בזכות,גיליון,קישור טרנזקציה
4793,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4794,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4795,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4796,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4797,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4798,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4799,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4800,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4801,3799544,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799544
4802,3799546,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799546
4803,3799546,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799546
4804,3799552,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799552
4805,3799552,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799552
4806,3799553,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799553
4807,3799553,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799553
4808,3799558,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799558
4809,3799558,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799558
4810,3799558,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799558
4811,3799559,2025-11-15,Credit card,200.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799559
4812,3799559,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,100.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799559
4813,3799559,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,100.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799559
4814,3799562,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799562
4815,3799562,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799562
4816,3799563,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799563
4817,3799563,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799563
4818,3799563,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799563
4819,3799564,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799564
4820,3799564,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799564
4821,3799564,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799564
4822,3799565,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799565
4823,3799565,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799565
4824,3799565,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799565
4825,3799566,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799566
4826,3799566,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799566
4827,3799566,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799566
4828,3799568,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799568
4829,3799568,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799568
4830,3799568,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799568
4831,3799570,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799570
4832,3799570,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799570
4833,3799570,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799570
4834,3799571,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799571
4835,3799571,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799571
4836,3799571,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799571
4837,3799574,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799574
4838,3799574,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799574
4839,3799574,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799574
4840,3799576,2025-11-15,Cash,50.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799576
4841,3799576,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799576
4842,3799577,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799577
4843,3799577,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799577
4844,3799577,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799577
4845,3799579,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799579
4846,3799579,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799579
4847,3799579,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799579
4848,3799580,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799580
4849,3799580,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799580
4850,3799580,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799580
4851,3799582,2025-11-15,Credit card,150.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799582
4852,3799582,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799582
4853,3799582,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799582
4854,3799582,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799582
4855,3799583,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799583
4856,3799583,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799583
4857,3799583,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799583
4858,3799584,2025-11-15,Credit card,90.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799584
4859,3799584,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,90.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799584
4860,3799587,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799587
4861,3799587,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799587
4862,3799587,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799587
4863,3799589,2025-11-15,Credit card,128.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799589
4864,3799589,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,64.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799589
4865,3799589,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,64.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799589
4866,3799593,2025-11-15,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799593
4867,3799593,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,100.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799593
4868,3799595,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799595
4869,3799595,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799595
4870,3799595,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799595
4871,3799603,2025-11-15,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799603
4872,3799603,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799603
4873,3799604,2025-11-15,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799604
4874,3799604,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799604
4875,3799605,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799605
4876,3799605,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799605
4877,3799606,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799606
4878,3799606,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799606
4879,3799610,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799610
4880,3799610,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799610
4881,3799610,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799610
4882,3799612,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799612
4883,3799612,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799612
4884,3799612,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799612
4885,3799613,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799613
4886,3799613,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799613
4887,3799613,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799613
4888,3799614,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799614
4889,3799614,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799614
4890,3799614,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799614
4891,3799618,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799618
4892,3799618,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799618
4893,3799618,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799618
4894,3799619,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799619
4895,3799619,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799619
4896,3799619,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799619
4897,3799620,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799620
4898,3799620,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799620
4899,3799620,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799620
4900,3799622,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799622
4901,3799622,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799622
4902,3799622,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799622
4903,3799623,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799623
4904,3799623,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799623
4905,3799623,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799623
4906,3799623,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799623
4907,3799623,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799623
4908,3799625,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799625
4909,3799625,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799625
4910,3799625,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799625
4911,3799627,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799627
4912,3799627,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799627
4913,3799628,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799628
4914,3799628,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799628
4915,3799628,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799628
4916,3799629,2025-11-15,Credit card,110.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799629
4917,3799629,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,110.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799629
4918,3799634,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799634
4919,3799634,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799634
4920,3799637,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799637
4921,3799637,2025-11-15,ליגת ווינר סל מחזור 7: מכבי רמת גן🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799637
4922,3799637,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799637
4923,3799638,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799638
4924,3799638,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799638
4925,3799638,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799638
4926,3799641,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799641
4927,3799641,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799641
4928,3799641,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799641
4929,3799643,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799643
4930,3799643,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799643
4931,3799645,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799645
4932,3799645,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799645
4933,3799645,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799645
4934,3799648,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799648
4935,3799648,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799648
4936,3799648,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799648
4937,3799649,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799649
4938,3799649,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799649
4939,3799649,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799649
4940,3799654,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799654
4941,3799654,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799654
4942,3799654,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799654
4943,3799655,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799655
4944,3799655,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799655
4945,3799655,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799655
4946,3799656,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799656
4947,3799656,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799656
4948,3799657,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799657
4949,3799657,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799657
4950,3799657,2025-11-15,מנוי לעונת 2025/2026,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799657
4951,3799658,2025-11-15,Credit card,50.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799658
4952,3799658,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799658
4953,3799660,2025-11-15,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799660
4954,3799660,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799660
4955,3799663,2025-11-15,Cash,50.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799663
4956,3799663,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,50.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799663
4957,3799669,2025-11-15,Credit card,216.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799669
4958,3799669,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,72.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799669
4959,3799669,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,72.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799669
4960,3799669,2025-11-15,ליגת ווינר סל מחזור 6: הפועל גליל עליון🏠,,72.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799669
4961,3799671,2025-11-15,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3799671
