מס.סידורי,טרנזקציה,תאריך העסקה,שם המוצר,חובה,זכות,חשבון בחובה,חשבון בזכות,גיליון,קישור טרנזקציה
13663,3808149,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808149
13664,3808149,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808149
13665,3808154,2025-11-25,Credit card,360.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808154
13666,3808154,2025-11-25,מנוי יורוקאפ 25/26,,220.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808154
13667,3808154,2025-11-25,מנוי יורוקאפ 25/26,,140.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808154
13668,3808155,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808155
13669,3808155,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808155
13670,3808156,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808156
13671,3808156,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808156
13672,3808157,2025-11-25,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808157
13673,3808157,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808157
13674,3808157,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808157
13675,3808158,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808158
13676,3808158,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808158
13677,3808159,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808159
13678,3808159,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808159
13679,3808161,2025-11-25,Credit card,60.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808161
13680,3808161,2025-11-25,Round 9: Umana Reyer Venice 🏠,,60.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808161
13681,3808163,2025-11-25,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808163
13682,3808163,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808163
13683,3808163,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808163
13684,3808164,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808164
13685,3808164,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808164
13686,3808165,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808165
13687,3808165,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808165
13688,3808166,2025-11-25,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808166
13689,3808166,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808166
13690,3808166,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808166
13691,3808166,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808166
13692,3808167,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808167
13693,3808167,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808167
13694,3808168,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808168
13695,3808168,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808168
13696,3808169,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808169
13697,3808169,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808169
13698,3808170,2025-11-25,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808170
13699,3808170,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808170
13700,3808171,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808171
13701,3808171,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808171
13702,3808172,2025-11-25,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808172
13703,3808172,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808172
13704,3808173,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808173
13705,3808173,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808173
13706,3808174,2025-11-25,Cash,0.0,,70001,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808174
13707,3808174,2025-11-25,מנוי יורוקאפ 25/26,,0.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808174
13708,3808175,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808175
13709,3808175,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808175
13710,3808181,2025-11-25,Credit card,40.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808181
13711,3808181,2025-11-25,Round 9: Umana Reyer Venice 🏠,,40.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808181
13712,3808186,2025-11-25,Credit card,716.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808186
13713,3808186,2025-11-25,מנוי יורוקאפ 25/26,,180.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808186
13714,3808186,2025-11-25,מנוי יורוקאפ 25/26,,140.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808186
13715,3808186,2025-11-25,מנוי יורוקאפ 25/26,,256.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808186
13716,3808186,2025-11-25,מנוי יורוקאפ 25/26,,140.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808186
13717,3808187,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808187
13718,3808187,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808187
13719,3808188,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808188
13720,3808188,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808188
13721,3808189,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808189
13722,3808189,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808189
13723,3808190,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808190
13724,3808190,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808190
13725,3808195,2025-11-25,Credit card,440.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808195
13726,3808195,2025-11-25,מנוי יורוקאפ 25/26,,220.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808195
13727,3808195,2025-11-25,מנוי יורוקאפ 25/26,,220.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808195
13728,3808196,2025-11-25,Credit card,570.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808196
13729,3808196,2025-11-25,מנוי יורוקאפ 25/26,,285.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808196
13730,3808196,2025-11-25,מנוי יורוקאפ 25/26,,285.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808196
13731,3808197,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808197
13732,3808197,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808197
13733,3808198,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808198
13734,3808198,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808198
13735,3808200,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808200
13736,3808200,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808200
13737,3808201,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808201
13738,3808201,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808201
13739,3808208,2025-11-25,פרסום: לד עליון 25/26,,10000.0,,4118.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808208
13740,3808208,2025-11-25,פרסום: לד תחתון 25/26,,10000.0,,4118.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808208
13741,3808208,2025-11-25,פרסום: שקופית ג'מבו 25/26,,10000.0,,4118.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808208
13742,3808215,2025-11-25,Credit card,1344.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808215
13743,3808215,2025-11-25,מנוי יורוקאפ 25/26,,256.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808215
13744,3808215,2025-11-25,מנוי יורוקאפ 25/26,,256.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808215
13745,3808215,2025-11-25,מנוי יורוקאפ 25/26,,320.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808215
13746,3808215,2025-11-25,מנוי יורוקאפ 25/26,,256.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808215
13747,3808215,2025-11-25,מנוי יורוקאפ 25/26,,256.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808215
13748,3808216,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808216
13749,3808216,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808216
13750,3808217,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808217
13751,3808217,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808217
13752,3808218,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808218
13753,3808218,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808218
13754,3808219,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808219
13755,3808219,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808219
13756,3808220,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808220
13757,3808220,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808220
13758,3808222,2025-11-25,Credit card,456.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808222
13759,3808222,2025-11-25,מנוי יורוקאפ 25/26,,228.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808222
13760,3808222,2025-11-25,מנוי יורוקאפ 25/26,,228.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808222
13761,3808224,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808224
13762,3808224,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808224
13763,3808225,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808225
13764,3808225,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808225
13765,3808230,2025-11-25,Credit card,80.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808230
13766,3808230,2025-11-25,Round 9: Umana Reyer Venice 🏠,,80.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808230
13767,3808240,2025-11-25,Credit card,320.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808240
13768,3808240,2025-11-25,מנוי יורוקאפ 25/26,,320.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808240
13769,3808242,2025-11-25,Other Payment,0.0,,Other,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808242
13770,3808242,2025-11-25,Round 9: Umana Reyer Venice 🏠,,0.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808242
13771,3808243,2025-11-25,Credit card,100.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808243
13772,3808243,2025-11-25,Round 9: Umana Reyer Venice 🏠,,100.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808243
13773,3808246,2025-11-25,Credit card,140.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808246
13774,3808246,2025-11-25,Round 9: Umana Reyer Venice 🏠,,70.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808246
13775,3808246,2025-11-25,Round 9: Umana Reyer Venice 🏠,,70.0,,4242.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808246
13776,3808250,2025-11-25,Credit card,795.0,,70100,,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808250
13777,3808250,2025-11-25,מנוי יורוקאפ 25/26,,228.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808250
13778,3808250,2025-11-25,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808250
13779,3808250,2025-11-25,מנוי יורוקאפ 25/26,,176.0,,4240.0,נתונים נוספים,https://tickets.hapoel.co.il/Transaction2/Details?id=3808250
